,Name,Price,Unit,Packet Size,Supermarket,Category,Comparable Price
56,"KoKra Extra mit Wild, Nudeln und Karotten",0.95,100 ml,Flasche Kunststoff 1.5 L,aldi-nord,Drogerie,0.063
57,Fee Soft/Aldi Nord Weichspülerkonzentrat Bambus Lotusblüte,3.29,Preis pro 1000 Blatt,Packung 2400 Blatt,aldi-nord,Drogerie,1.37
58,"Solo Luxus Toilettenpapier 3-lagig, 12 x 200 Blatt",1.89,100 Gramm,Beutel 3 KG,aldi-nord,Drogerie,0.063
59,Clinär / Aldi Nord WC Kraft Reiniger Ocean,0.75,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.075
60,"una Classic Vollwaschmittel 6,4 kg",7.99,Preis pro Waschladung,Packung 80 Waschladungen,aldi-nord,Drogerie,0.1
61,"Activ Life Baldo Hundefutter mit Kalb, Truthahn und Gemüse",0.99,100 ml,Flasche Kunststoff 1.5 L,aldi-nord,Drogerie,0.066
62,Activ Life Baldo Hundefutter mit Geflügel und Lamm,0.39,100 ml,Tube 125 ML,aldi-nord,Drogerie,0.31
63,Activ Life Baldo Hundefutter mit Rind und Leber,1.15,100 ml,Flasche Kunststoff 500 ML,aldi-nord,Drogerie,0.22999999999999998
64,Fee Soft/Aldi Nord Weichspüler Morgentau,2.79,Preis pro 100 Stück,Packung 40 Stück,aldi-nord,Drogerie,6.98
65,eurodont Zahncreme Kräuterfresh,11.99,Preis pro 100 Stück,Beutel 70 Stück,aldi-nord,Drogerie,17.13
66,eurodont Medizinische Mundspülung Aktiv fresh mit Whitening Effect,1.65,Preis pro Stück,Packung 30 Stück,aldi-nord,Drogerie,0.06
67,Folia Backpapier,1.79,Preis pro Stück,Rolle 75 Stück,aldi-nord,Drogerie,0.02
68,Akuta Komplett,1.29,100 Gramm,Dose 200 Gramm,aldi-nord,Drogerie,0.65
69,Vibelle Windeln junior 5 Für 11 - 25 kg,1.99,100 ml,Spenderflasche 50 ML,aldi-nord,Drogerie,3.98
70,Putzmeister Küchen Reiniger Spray,1.19,100 ml,Sprühflasche 750 ML,aldi-nord,Drogerie,0.159
71,Putzmeister Universal Reiniger Spray,1.19,100 ml,Sprühflasche 750 ML,aldi-nord,Drogerie,0.159
72,Satessa Slipeinlagen normal,1.19,Preis pro 100 Stück,Packung 50 Stück,aldi-nord,Drogerie,2.38
73,Eldena Body Milk für trockene Haut,1.15,100 Gramm,Flasche Kunststoff 500 Gramm,aldi-nord,Drogerie,0.22999999999999998
74,Medion Aldi Nord CD Rohlinge CD-R 80,7.59,Preis pro 100 Stück,Pack 50 Stück,aldi-nord,Drogerie,15.18
75,Satessa Slipeinlagen extra groß,1.19,Preis pro 100 Stück,Packung 35 Stück,aldi-nord,Drogerie,3.4
76,Mildeen Shampoo Hair Care Energy,0.69,100 ml,Flasche Kunststoff 500 ML,aldi-nord,Drogerie,0.14
77,Mildeen Shampoo Hair Care Kräuter,0.69,100 ml,Flasche Kunststoff 500 ML,aldi-nord,Drogerie,0.13799999999999998
78,Caribic Bodycare Deo Roll-on Intensiv,0.59,100 ml,Dose 50 ML,aldi-nord,Drogerie,1.18
79,Caribic Bodycare Intensiv Deo Roll-on sensitive,0.59,100 ml,Dose 50 ML,aldi-nord,Drogerie,1.18
80,Caribic Bodycare Intensiv Deo Roll-on cotton dry,0.59,100 ml,Dose 50 ML,aldi-nord,Drogerie,1.18
81,Solo Feuchtes Toilettenpapier Kamille 2 x 70 Stück,1.29,Preis pro 100 Stück,Packung 140 Stück,aldi-nord,Drogerie,0.92
82,Solo Feuchtes Toilettenpapier Sensitive 2 x 70 Stück,1.29,Preis pro 100 Stück,Packung 140 Stück,aldi-nord,Drogerie,0.92
83,eurodont Zahncreme sensitive,0.79,100 ml,Tube 125 ML,aldi-nord,Drogerie,0.63
84,eurodont Zahnbrüsten hart,0.75,Preis pro Stück,Packung 2 Stück,aldi-nord,Drogerie,0.38
85,eurodont Zahnbrüsten mittel,0.75,Preis pro Stück,Packung 2 Stück,aldi-nord,Drogerie,0.38
86,eurodont Zahnbrüsten weich,0.75,Preis pro Stück,Packung 2 Stück,aldi-nord,Drogerie,0.38
87,Lavati Schaumbad Rose,1.99,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.199
88,"Premium Edel Cat / Aldi Nord Katzensticks Kaninchen, Geflügel und Hefe,10 x 5 g",0.95,100 Gramm,Packung 50 Gramm,aldi-nord,Drogerie,1.9
89,"Premium Edel Cat / Aldi Nord Katzensticks Lachs und Forelle,10 x 5 g",0.95,100 Gramm,Packung 50 Gramm,aldi-nord,Drogerie,1.9
90,"Premium Edel Cat / Aldi Nord Katzensticks Lamm und Truthahn,10 x 5 g",0.95,100 Gramm,Packung 50 Gramm,aldi-nord,Drogerie,1.9
91,Medion Aldi Nord CD Rohlinge CD-R 80,4.79,Preis pro 100 Stück,Pack 20 Stück,aldi-nord,Drogerie,23.95
92,Satessa Wattepads 2 x 100 Stück,1.35,Preis pro 100 Stück,Doppelpackung 200 Stück,aldi-nord,Drogerie,0.68
93,Topic High Premium Sensitiv,1.79,100 Gramm,Beutel 750 Gramm,aldi-nord,Drogerie,0.23900000000000002
94,Satessa Tampons normal,2.99,Preis pro 100 Stück,Packung 80 Stück,aldi-nord,Drogerie,3.74
95,Vibelle Windeln mini 2 Für 3 - 6 kg,10.39,Preis pro 100 Stück,Beutel 90 Stück,aldi-nord,Drogerie,11.54
96,Vibelle Windeln midi 3 Für 4 - 9 kg,10.39,Preis pro 100 Stück,Beutel 90 Stück,aldi-nord,Drogerie,11.54
97,una Glasreiniger Maifrische,0.99,100 ml,Sprühflasche 1 L,aldi-nord,Drogerie,0.099
98,Eldena Schönheitsseife,0.29,100 Gramm,Dose 150 Gramm,aldi-nord,Drogerie,0.19
99,una Gallseife flüssig,1.49,100 ml,Spenderflasche 1 L,aldi-nord,Drogerie,0.149
100,una Glasreiniger Meeresfrisch,0.99,100 ml,Sprühflasche 1 L,aldi-nord,Drogerie,0.099
101,Aldi Nord Wäsche Steife,0.99,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.099
102,Aldi Nord Pferde-Balsam,2.29,100 ml,Dose 500 ML,aldi-nord,Drogerie,0.46
103,Kult Deodorant Clear Touch,0.85,100 ml,Spraydose 200 ML,aldi-nord,Drogerie,0.43
104,Mildeen Shampoo Fruit & Vitamin,0.69,100 ml,Flasche Kunststoff 500 ML,aldi-nord,Drogerie,0.13799999999999998
105,"Mister Fresh Aldi Nord Mini-Spray Lufterfrischer Lemon, 3 x 15 ml",2.29,100 ml,Packung 45 ML,aldi-nord,Drogerie,5.09
106,"Mister Fresh Aldi Nord Mini-Spray Lufterfrischer Pacific, 3 x 15 ml",2.29,100 ml,Packung 45 ML,aldi-nord,Drogerie,5.09
107,"una Vollwaschmittel flüssig 1,5 L",2.49,Preis pro Waschladung,Flasche Kunststoff 20 Waschladungen,aldi-nord,Drogerie,0.0
108,"una Colorwaschmittel flüssig 1,5 L",2.49,Preis pro Waschladung,Flasche Kunststoff 20 Waschladungen,aldi-nord,Drogerie,0.0
109,Putzmeister Bad- und Duschkabinen Spray,1.29,100 ml,Sprühflasche 750 ML,aldi-nord,Drogerie,0.172
110,Lavati Schaumbad Wilder Orient,1.59,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.159
111,Lavati Schaumbad Traum der Karibik,1.59,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.159
112,Lavati Schaumbad Tropische Nächte,1.59,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.159
113,Lavati Schaumbad Ein Meer aus Blüten,1.59,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.159
114,Lavati Schaumbad Rosige Träume,1.59,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.159
115,Ombra Sun Care Sonnenspray LSF 20,3.79,100 Gramm,Sprühflasche 300 Gramm,aldi-nord,Drogerie,1.26
116,Blink Waschmittel Color,1.29,Preis pro Stück,Packung 2 Stück,aldi-nord,Drogerie,0.65
117,Ombia Body Deo Roll-on Man mit Aloe Vera,1.29,Preis pro Stück,Packung 1 Stück,aldi-nord,Drogerie,1.29
118,"Premium Edel Cat / Aldi Nord Katzensticks Geflügel und Leber, 10 x 5 g",2.99,Preis pro 100 Stück,Packung 56 Stück,aldi-nord,Drogerie,5.34
119,Putzmeister Microfasertücher 2-er Glastuch,2.99,Preis pro 100 Stück,Packung 64 Stück,aldi-nord,Drogerie,4.67
120,Putzmeister Microfasertücher Universaltuch,11.99,Preis pro 100 Stück,Beutel 80 Stück,aldi-nord,Drogerie,14.99
121,Satessa Tampons Super,1.29,100 ml,Flasche Kunststoff 500 ML,aldi-nord,Drogerie,0.258
122,Satessa Tampons Mini,1.29,100 ml,Flasche Kunststoff 500 ML,aldi-nord,Drogerie,0.258
123,Vibelle Windeln maxi Für 7 - 18 kg,0.95,100 ml,Flasche Kunststoff 1.5 L,aldi-nord,Drogerie,0.063
124,eurodont Medizinische Mundspülung mintfresh,1.95,Preis pro 1000 Blatt,Packung 1600 Blatt,aldi-nord,Drogerie,1.22
125,eurodont Medizinische Mundspülung cool fresh mit Whitening Effect,2.99,100 ml,Flasche Glas 100 ML,aldi-nord,Drogerie,2.99
126,Fee Soft/Aldi Nord Weichspülerkonzentrat Kaschmir Creme,1.89,100 Gramm,Packung 800 Gramm,aldi-nord,Drogerie,0.24
127,"Wwuff Snacks / Aldi Nord 20 Kaustreifen, 20 x 10 g",0.69,100 Gramm,Packung 200 Gramm,aldi-nord,Drogerie,0.35
128,"Wwuff Snacks / Aldi Nord 5 Fleischwürstchen, 5 x 10 g",0.69,100 Gramm,Packung 50 Gramm,aldi-nord,Drogerie,1.38
129,"Wwuff Snacks / Aldi Nord 7 Ready-Dent, 7 x 30 g",0.69,100 Gramm,Packung 210 Gramm,aldi-nord,Drogerie,0.33
130,"Mister Fresh Aldi Nord Mini-Spray Lufterfrischer Orange Fruits, 3 x 15 ml",2.29,100 ml,Packung 45 ML,aldi-nord,Drogerie,5.09
131,"una Classic Colorwaschmittel 6,4 kg",7.99,Preis pro Waschladung,Packung 80 Waschladungen,aldi-nord,Drogerie,0.1
132,Topic High Premium Senior,1.79,100 Gramm,Beutel 750 Gramm,aldi-nord,Drogerie,0.23900000000000002
133,Topic High Premium Adult,1.79,100 Gramm,Beutel 750 Gramm,aldi-nord,Drogerie,0.23900000000000002
134,Lavati Schaumbad Lust auf Sommer,1.59,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.159
135,Mister Fresh Aldi Nord Mini-Spray Lufterfrischer Pure Frische,1.99,100 ml,Packung 48 ML,aldi-nord,Drogerie,4.15
136,Mister Fresh Aldi Nord Mini-Spray Lufterfrischer Zitrusfrische,1.99,100 ml,Packung 48 ML,aldi-nord,Drogerie,4.15
137,Kult Pflegedusche Man,0.59,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.2
138,Kult Pflegedusche Melone,0.59,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.2
139,Kult Pflegedusche Acai,0.59,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.2
140,Kult Pflegedusche Frangipani,0.59,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.2
141,Kult Pflegedusche Wasserlilie,0.59,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.2
142,Biocura Gesichtswasser Mildes,1.19,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.4
143,Kyrell/ Aldi Nord Haarlack extra stark,1.29,100 ml,Spraydose 400 ML,aldi-nord,Drogerie,0.32
144,Kyrell / Aldi Nord Haarlack ultrastark,1.29,100 ml,Spraydose 400 ML,aldi-nord,Drogerie,0.32
145,Kult Milde Transparent Seife,0.49,100 Gramm,Packung 125 Gramm,aldi-nord,Drogerie,0.39
146,Kult Deo Spray sensitive,0.85,100 ml,Spraydose 200 ML,aldi-nord,Drogerie,0.43
147,Kult Deo Spray men,0.85,100 ml,Spraydose 200 ML,aldi-nord,Drogerie,0.43
148,Kult Deo Spray Anti-stress Fresh Relax,0.85,100 ml,Spraydose 200 ML,aldi-nord,Drogerie,0.43
149,Fee Soft / Aldi Nord Anti-Verfärbetücher,1.89,Preis pro Stück,Packung 20 Stück,aldi-nord,Drogerie,0.09
150,Satessa Duo Cosmetic Pads 2 x 120 Stück,1.35,Preis pro 100 Stück,Doppelpackung 240 Stück,aldi-nord,Drogerie,0.56
151,KoKra Extra mit Rind,0.79,100 Gramm,Dose 1240 Gramm,aldi-nord,Drogerie,0.064
152,Fee Soft/Aldi Nord Weichspülerkonzentrat Extra Sensitiv,0.89,100 ml,Flasche Kunststoff 1.5 L,aldi-nord,Drogerie,0.059
153,"Solo / Aldi Nord Servietten 30 Stück, 3-lagig",0.55,Preis pro Stück,Packung 30 Stück,aldi-nord,Drogerie,0.02
154,Mildeen Med Waschlotion Sensitiv,0.89,100 ml,Spenderflasche 500 ML,aldi-nord,Drogerie,0.178
155,Kyrell/ Aldi Nord Haarkur Glatt & glanz,0.99,100 ml,Tube 150 ML,aldi-nord,Drogerie,0.66
156,Kyrell/ Aldi Nord Haarkur Repair & Care,0.99,100 ml,Tube 150 ML,aldi-nord,Drogerie,0.66
157,Kyrell/ Aldi Nord Haarkur Color & Glanz,0.99,100 ml,Tube 150 ML,aldi-nord,Drogerie,0.66
158,Eldena Melkfett soft,0.99,100 Gramm,Tube 150 Gramm,aldi-nord,Drogerie,0.66
159,Mildeen Pflegedusche Relax,0.69,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.23
160,Mildeen Pflegedusche Lemongras,0.69,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.23
161,Mildeen Pflegedusche Wilde Feige,0.69,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.23
162,Schnucki Katzentrockenfutter Fisch und Gemüse,0.89,100 Gramm,Packung 1000 Gramm,aldi-nord,Drogerie,0.089
163,Satessa Feuchte Pflegetücher sensitiv,1.19,Preis pro Stück,Dose 150 Stück,aldi-nord,Drogerie,0.01
164,Satessa Slipeinlagen flexibel,1.09,Preis pro 100 Stück,Packung 50 Stück,aldi-nord,Drogerie,2.18
165,"Solo Vitess Toilettenpapier 3-lagig, 8 x 200 Blatt",1.95,Preis pro 1000 Blatt,Packung 1600 Blatt,aldi-nord,Drogerie,1.22
166,Clinär / Aldi Nord WC Kraft Reiniger Lemon,0.75,100 ml,Flasche Kunststoff 1 L,aldi-nord,Drogerie,0.075
167,Putzmeister / Aldi Nord Allesreiniger Frühlingsfrische,0.85,100 ml,Flasche Kunststoff 1000 ML,aldi-nord,Drogerie,0.08499999999999999
168,WWUFF Dental Snacks Hund 3 Mega Kaubarren,1.29,100 Gramm,Packung 300 Gramm,aldi-nord,Drogerie,0.43
169,WWUFF Dental Snacks Hund 5 Mini Kaubarren,1.29,100 Gramm,Packung 250 Gramm,aldi-nord,Drogerie,0.52
170,WWUFF Dental Snacks Hund 5 gefüllte Kaurollen,1.29,100 Gramm,Packung 275 Gramm,aldi-nord,Drogerie,0.47
171,WWUFF Dental Snacks Hund 3 harte Dentalknochen,1.29,100 Gramm,Packung 195 Gramm,aldi-nord,Drogerie,0.66
172,"WWUFF Dental Snacks Hund 7 gefüllte Kausticks, Gelenk-Fit",1.29,100 Gramm,Packung 175 Gramm,aldi-nord,Drogerie,0.74
173,Ombra Sun Care Sonnenmilch LSF 15,3.79,100 Gramm,Flasche Kunststoff 500 Gramm,aldi-nord,Drogerie,0.758
174,Tandil Ultra Plus Vollwaschmittel,3.59,Preis pro Waschladung,Beutel 30 Waschladungen,aldi-nord,Drogerie,0.12
175,"Ombra Sun Care Sonnen Creme LSF 20, mediterraner Schutz mit Olive",1.89,100 Gramm,Flasche Kunststoff 100 Gramm,aldi-nord,Drogerie,1.89
176,Koppa / Aldi Süd Hundenahrung mit Rind,1.19,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.4
177,Fee Soft/Aldi Nord Weichspülerkonzentrat Mineralien Wasserlilie,1.59,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.53
178,Biocura Gesichtswasser Erfrischendes,1.59,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.53
179,Biocura Creme Dusche Anti-Age-Komplex,1.59,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.53
180,Biocura Creme Dusche Hautstraffend,3.65,100 Gramm,Sprühflasche 200 Gramm,aldi-nord,Drogerie,1.83
181,Biocura Creme Dusche Cashmere,3.35,100 Gramm,Tube 150 Gramm,aldi-nord,Drogerie,2.23
182,"Ombra Sun Care Sonnenspray Light Touch, LSF 30",3.35,100 Gramm,Tube 150 Gramm,aldi-nord,Drogerie,2.23
183,Ombra Sun Care Sonnen Creme Sport LSF 30,1.19,100 ml,Flasche Kunststoff 300 ML,aldi-nord,Drogerie,0.4
184,Ombra Sun Care Sonnen Creme Kids LSF 50,1.89,100 Gramm,Flasche Kunststoff 100 Gramm,aldi-nord,Drogerie,1.89
185,St. Christoph Venen-Aktiv-Creme,2.45,100 Gramm,Tube 100 Gramm,aldi-nord,Drogerie,2.45
186,St. Christoph Franzbranntwein zum Einreiben der Haut,2.59,100 ml,Flasche Kunststoff 500 ML,aldi-nord,Drogerie,0.518
187,Tom Elektronisches Feuerzeug mit Kindersicherung - 3 Stück,0.99,Preis pro Stück,Packung 3 Stück,aldi-nord,Drogerie,0.33
188,Ombra Sun Care After Sun Creme SOS Anti Rötung,1.89,100 Gramm,Flasche Kunststoff 100 Gramm,aldi-nord,Drogerie,1.89
189,Biocura Tagescreme mit Bioflavon und Q 10,2.49,100 ml,Packung 50 ML,aldi-nord,Drogerie,4.98
190,Biocura Nachtcreme mit Retinol Komplex und Q 10,2.49,100 ml,Packung 50 ML,aldi-nord,Drogerie,4.98
191,Biocura Aqua Depot mit Meeresminerallen und UV- Schutz,2.49,100 ml,Packung 50 ML,aldi-nord,Drogerie,4.98
192,"Biocura Pflegecreme mit Q 10, Vitamin A, E und F",2.49,100 ml,Packung 50 ML,aldi-nord,Drogerie,4.98
193,Ombra Sun Care Apres Milch,1.99,100 Gramm,Flasche Kunststoff 500 Gramm,aldi-nord,Drogerie,0.4
194,Ombra Sun Care Apres Balsam sensitv,1.99,100 Gramm,Flasche Kunststoff 500 Gramm,aldi-nord,Drogerie,0.4
195,Esco Auftausalz,2.99,100 Gramm,Packung 10 KG,aldi-nord,Drogerie,0.03
196,"Ombra Sun Care Sonnenmilch Light Touch, LSF 30",3.65,100 ml,Flasche Kunststoff 200 ML,aldi-nord,Drogerie,1.83
197,alio Geschirr Reiniger Tabs All in One,2.95,Preis pro 100 Stück,Packung 40 Stück,aldi-sued,Drogerie,7.38
198,"Kokett Küchenrollen 3-lagig, 4 x 51 Blatt",1.35,Preis pro 1000 Blatt,Packung 204 Blatt,aldi-sued,Drogerie,6.62
199,"Alio Gefrierbeutel 3 Liter,  25 x 32 cm",1.79,Preis pro 100 Stück,Vorratspackung 75 Stück,aldi-sued,Drogerie,2.39
200,"Kokett Toilettenpapier 4-lagig, 10 x 160 Blatt",2.95,Preis pro 1000 Blatt,Packung 1600 Blatt,aldi-sued,Drogerie,1.84
201,"Kokett Kosmetiktücher 3-lagig, 90 Stück",0.69,Preis pro 100 Stück,Box 90 Stück,aldi-sued,Drogerie,0.77
202,"Alio Einmal-Handschuhe Large, Größe  8  - 8,5",3.99,Preis pro 100 Stück,Packung 100 Stück,aldi-sued,Drogerie,3.99
203,Lacura Hautschutzcreme classic,1.25,100 Gramm,Dose 250 Gramm,aldi-sued,Drogerie,0.5
204,"Kokett Toilettenpapier 3-lagig, 10 x 200 Blatt",2.75,Preis pro 1000 Blatt,Packung 2000 Blatt,aldi-sued,Drogerie,1.38
205,Tevion Aldi Süd CD Rohlinge CD-R 80,6.99,Preis pro 100 Stück,Pack 50 Stück,aldi-sued,Drogerie,13.98
